trip_id,driver_id,date,day_of_week,day_of_week_num,week_number,month,is_weekend,stop_order,stop_name,latitude,longitude,visit_time,visit_hour,visit_duration,total_stops,route_distance_km,avg_speed_kmh,driver_efficiency,traffic_category
229,D3,2025-12-18,Thursday,3,51,12,0,7,Bhopal_Shahpura_Store,23.2749,77.4646,04:45,4,39,8,590.23,35,0.95,low
229,D3,2025-12-18,Thursday,3,51,12,0,8,Chennai_T_Nagar_Store,13.0827,80.2707,15:32,15,29,8,1761.55,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,1,Kanpur_Mall_Road_Store,26.4649,80.3839,10:18,10,16,10,0.0,35,0.95,high
230,D3,2025-12-19,Friday,4,51,12,0,2,Vastral_Outlet,23.0189,72.6607,04:40,4,20,10,868.72,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,3,Gomtipur_Center,23.0415,72.6397,05:05,5,22,10,872.03,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,4,Maninagar_Outlet,22.9993,72.601,05:37,5,35,10,878.17,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,5,Lambha_Branch,22.9467,72.5745,06:23,6,37,10,884.62,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,6,Satellite_Branch,23.0258,72.5099,07:19,7,27,10,895.62,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,7,Ghatlodia_Branch,23.0796,72.5611,08:01,8,27,10,903.57,35,0.95,high
230,D3,2025-12-19,Friday,4,51,12,0,8,Motera_Shop,23.1014,72.5872,08:38,8,35,10,907.18,35,0.95,high
230,D3,2025-12-19,Friday,4,51,12,0,9,Bengaluru_Hebbal_Store,12.9316,77.5596,16:10,16,35,10,2153.88,35,0.95,low
230,D3,2025-12-19,Friday,4,51,12,0,10,Kochi_Fort_Kochi_Store,9.9052,76.2953,04:09,4,42,10,2517.52,35,0.95,low
231,D3,2025-12-23,Tuesday,1,52,12,0,1,Kolkata_Park_Street_Store,22.5726,88.3639,08:09,8,16,9,0.0,35,0.95,high
231,D3,2025-12-23,Tuesday,1,52,12,0,2,Gomtipur_Center,23.0415,72.6397,14:53,14,43,9,1611.82,35,0.95,low
231,D3,2025-12-23,Tuesday,1,52,12,0,3,Isanpur_Store,22.9754,72.6186,15:50,15,39,9,1619.48,35,0.95,low
231,D3,2025-12-23,Tuesday,1,52,12,0,4,Narol_Shop,22.9582,72.6205,16:32,16,41,9,1621.4,35,0.95,low
231,D3,2025-12-23,Tuesday,1,52,12,0,5,Vastrapur_Shop,23.0351,72.5297,17:51,17,26,9,1634.03,35,0.95,high
231,D3,2025-12-23,Tuesday,1,52,12,0,6,Chandkheda_Store,23.1146,72.5877,18:49,18,44,9,1644.68,35,0.95,high
231,D3,2025-12-23,Tuesday,1,52,12,0,7,Bodakdev_Center,23.0487,72.5155,20:05,20,12,9,1655.08,35,0.95,low
231,D3,2025-12-23,Tuesday,1,52,12,0,8,Mumbai_Colaba_Store,19.091,72.9297,10:09,10,17,9,2097.25,35,0.95,high
231,D3,2025-12-23,Tuesday,1,52,12,0,9,Coimbatore_Peelamedu_Store,10.9908,76.9838,06:50,6,30,9,3097.45,35,0.95,low
232,D3,2025-12-25,Thursday,3,52,12,0,1,Vastral_Outlet,23.0189,72.6607,08:16,8,13,10,0.0,35,0.95,high
232,D3,2025-12-25,Thursday,3,52,12,0,2,Gomtipur_Center,23.0415,72.6397,08:37,8,41,10,3.31,35,0.95,high
232,D3,2025-12-25,Thursday,3,52,12,0,3,Jamalpur_Store,23.022,72.59,09:34,9,34,10,8.84,35,0.95,high
232,D3,2025-12-25,Thursday,3,52,12,0,4,CG_Road_Outlet,23.0322,72.5562,10:18,10,32,10,12.48,35,0.95,high
232,D3,2025-12-25,Thursday,3,52,12,0,5,Prahlad_Nagar_Store,23.0177,72.5108,11:04,11,28,10,17.39,35,0.95,low
232,D3,2025-12-25,Thursday,3,52,12,0,6,Motera_Shop,23.1014,72.5872,11:53,11,11,10,29.55,35,0.95,low
232,D3,2025-12-25,Thursday,3,52,12,0,7,Narol_Shop,22.9582,72.6205,12:38,12,18,10,45.83,35,0.95,medium
232,D3,2025-12-25,Thursday,3,52,12,0,8,Bhopal_Kolar_Road_Store,23.3049,77.4456,06:51,6,32,10,540.7,35,0.95,low
232,D3,2025-12-25,Thursday,3,52,12,0,9,Bengaluru_Koramangala_Store,13.0016,77.5696,18:09,18,11,10,1686.45,35,0.95,high
232,D3,2025-12-25,Thursday,3,52,12,0,10,Coimbatore_RS_Puram_Store,11.0168,76.9558,06:44,6,31,10,1917.03,35,0.95,low
233,D3,2025-12-29,Monday,0,1,12,0,1,Kolkata_New_Town_Store,22.6176,88.3969,08:14,8,37,10,0.0,35,0.95,high
233,D3,2025-12-29,Monday,0,1,12,0,2,Kolkata_Salt_Lake_Store,22.6026,88.3389,09:08,9,36,10,6.18,35,0.95,high
233,D3,2025-12-29,Monday,0,1,12,0,3,Kolkata_Ballygunge_Store,22.5326,88.3289,10:04,10,40,10,14.03,35,0.95,high
233,D3,2025-12-29,Monday,0,1,12,0,4,Odhav_Outlet,22.9979,72.646,13:52,13,30,10,1622.11,35,0.95,medium
233,D3,2025-12-29,Monday,0,1,12,0,5,Amraiwadi_Shop,23.0257,72.6216,14:28,14,34,10,1626.09,35,0.95,low
233,D3,2025-12-29,Monday,0,1,12,0,6,Gomtipur_Center,23.0415,72.6397,15:07,15,16,10,1628.64,35,0.95,low
233,D3,2025-12-29,Monday,0,1,12,0,7,Khadia_Outlet,23.0279,72.5952,15:31,15,16,10,1633.44,35,0.95,low
233,D3,2025-12-29,Monday,0,1,12,0,8,CG_Road_Outlet,23.0322,72.5562,15:55,15,23,10,1637.46,35,0.95,low
233,D3,2025-12-29,Monday,0,1,12,0,9,Vastrapur_Shop,23.0351,72.5297,16:22,16,42,10,1640.19,35,0.95,low
233,D3,2025-12-29,Monday,0,1,12,0,10,Lambha_Branch,22.9467,72.5745,17:39,17,31,10,1651.03,35,0.95,high
234,D3,2025-12-30,Tuesday,1,1,12,0,1,Maninagar_Outlet,22.9993,72.601,10:23,10,15,8,0.0,35,0.95,high
234,D3,2025-12-30,Tuesday,1,1,12,0,2,Odhav_Outlet,22.9979,72.646,10:51,10,16,8,4.61,35,0.95,high
234,D3,2025-12-30,Tuesday,1,1,12,0,3,Bapunagar_Store,23.0441,72.6204,11:17,11,27,8,10.38,35,0.95,low
234,D3,2025-12-30,Tuesday,1,1,12,0,4,Motera_Shop,23.1014,72.5872,11:55,11,43,8,17.6,35,0.95,low
234,D3,2025-12-30,Tuesday,1,1,12,0,5,Lambha_Branch,22.9467,72.5745,13:14,13,23,8,34.85,35,0.95,medium
234,D3,2025-12-30,Tuesday,1,1,12,0,6,Bavla_Store,22.9346,72.3752,14:18,14,14,8,55.3,35,0.95,low
234,D3,2025-12-30,Tuesday,1,1,12,0,7,Chandigarh_Sector_17_Store,30.7333,76.7794,19:06,19,29,8,1026.08,35,0.95,high
234,D3,2025-12-30,Tuesday,1,1,12,0,8,Coimbatore_Peelamedu_Store,10.9908,76.9838,09:30,9,29,8,3221.45,35,0.95,high
235,D3,2025-12-31,Wednesday,2,1,12,0,1,Patna_Fraser_Road_Store,25.6391,85.1706,10:20,10,13,10,0.0,35,0.95,high
235,D3,2025-12-31,Wednesday,2,1,12,0,2,Visakhapatnam_Dwaraka_Nagar_Store,17.6868,83.2185,04:14,4,33,10,906.92,35,0.95,low
235,D3,2025-12-31,Wednesday,2,1,12,0,3,Vatva_Store,22.9641,72.6385,16:12,16,25,10,2155.82,35,0.95,low
235,D3,2025-12-31,Wednesday,2,1,12,0,4,Maninagar_Outlet,22.9993,72.601,16:46,16,29,10,2161.3,35,0.95,low
235,D3,2025-12-31,Wednesday,2,1,12,0,5,Gomtipur_Center,23.0415,72.6397,17:35,17,36,10,2167.44,35,0.95,high
235,D3,2025-12-31,Wednesday,2,1,12,0,6,Vastral_Outlet,23.0189,72.6607,18:20,18,14,10,2170.75,35,0.95,high
235,D3,2025-12-31,Wednesday,2,1,12,0,7,Naroda_Center,23.0715,72.6536,18:53,18,36,10,2176.64,35,0.95,high
235,D3,2025-12-31,Wednesday,2,1,12,0,8,Chandkheda_Store,23.1146,72.5877,19:52,19,28,10,2184.91,35,0.95,high
235,D3,2025-12-31,Wednesday,2,1,12,0,9,Lambha_Branch,22.9467,72.5745,20:53,20,26,10,2203.63,35,0.95,low
235,D3,2025-12-31,Wednesday,2,1,12,0,10,Chandigarh_Manimajra_Store,30.7783,76.8124,01:58,1,25,10,3170.36,35,0.95,low
236,D3,2026-01-01,Thursday,3,1,1,0,1,Navrangpura_Store,23.0395,72.5603,09:21,9,45,10,0.0,35,0.95,high
236,D3,2026-01-01,Thursday,3,1,1,0,2,Vastrapur_Shop,23.0351,72.5297,10:13,10,12,10,3.17,35,0.95,high
236,D3,2026-01-01,Thursday,3,1,1,0,3,Bodakdev_Center,23.0487,72.5155,10:32,10,41,10,5.27,35,0.95,high
236,D3,2026-01-01,Thursday,3,1,1,0,4,Ghatlodia_Branch,23.0796,72.5611,11:23,11,13,10,11.06,35,0.95,low
236,D3,2026-01-01,Thursday,3,1,1,0,5,Motera_Shop,23.1014,72.5872,11:43,11,15,10,14.67,35,0.95,low
236,D3,2026-01-01,Thursday,3,1,1,0,6,Jamalpur_Store,23.022,72.59,12:13,12,29,10,23.5,35,0.95,medium
236,D3,2026-01-01,Thursday,3,1,1,0,7,Maninagar_Outlet,22.9993,72.601,12:48,12,36,10,26.26,35,0.95,medium
236,D3,2026-01-01,Thursday,3,1,1,0,8,Patna_Danapur_Store,25.6091,85.1896,13:12,13,15,10,1333.98,35,0.95,medium
236,D3,2026-01-01,Thursday,3,1,1,0,9,Guwahati_Paltan_Bazaar_Store,26.1445,91.7362,11:36,11,18,10,1991.57,35,0.95,low
236,D3,2026-01-01,Thursday,3,1,1,0,10,Kochi_Panampilly_Nagar_Store,9.9462,76.3193,05:30,5,42,10,4415.62,35,0.95,low
237,D3,2026-01-02,Friday,4,1,1,0,1,Aslali_Outlet,22.9296,72.6364,10:07,10,37,7,0.0,35,0.95,high
237,D3,2026-01-02,Friday,4,1,1,0,2,Nikol_Center,23.0286,72.6387,11:12,11,16,7,11.01,35,0.95,low
237,D3,2026-01-02,Friday,4,1,1,0,3,Gomtipur_Center,23.0415,72.6397,11:30,11,27,7,12.45,35,0.95,low
237,D3,2026-01-02,Friday,4,1,1,0,4,Rakhial_Branch,23.0494,72.6266,12:00,12,26,7,14.05,35,0.95,medium
237,D3,2026-01-02,Friday,4,1,1,0,5,Chandkheda_Store,23.1146,72.5877,12:44,12,13,7,22.32,35,0.95,medium
237,D3,2026-01-02,Friday,4,1,1,0,6,Coimbatore_Peelamedu_Store,10.9908,76.9838,13:46,13,33,7,1448.76,35,0.95,medium
237,D3,2026-01-02,Friday,4,1,1,0,7,Kolkata_Salt_Lake_Store,22.6026,88.3389,18:49,18,17,7,3215.52,35,0.95,high
238,D3,2026-01-05,Monday,0,2,1,0,1,Lambha_Branch,22.9467,72.5745,09:09,9,33,9,0.0,35,0.95,high
238,D3,2026-01-05,Monday,0,2,1,0,2,Isanpur_Store,22.9754,72.6186,09:58,9,17,9,5.53,35,0.95,high
238,D3,2026-01-05,Monday,0,2,1,0,3,Vastral_Outlet,23.0189,72.6607,10:33,10,25,9,12.01,35,0.95,high
238,D3,2026-01-05,Monday,0,2,1,0,4,Ghatlodia_Branch,23.0796,72.5611,11:35,11,34,9,24.23,35,0.95,low
238,D3,2026-01-05,Monday,0,2,1,0,5,Chandkheda_Store,23.1146,72.5877,12:18,12,35,9,28.98,35,0.95,medium
238,D3,2026-01-05,Monday,0,2,1,0,6,Bodakdev_Center,23.0487,72.5155,13:16,13,26,9,39.38,35,0.95,medium
238,D3,2026-01-05,Monday,0,2,1,0,7,Kanpur_Kidwai_Nagar_Store,26.4949,80.3649,18:52,18,25,9,919.39,35,0.95,high
238,D3,2026-01-05,Monday,0,2,1,0,8,Kanpur_Mall_Road_Store,26.4649,80.3839,19:28,19,20,9,923.23,35,0.95,high
238,D3,2026-01-05,Monday,0,2,1,0,9,Kochi_Fort_Kochi_Store,9.9052,76.2953,05:34,5,30,9,2814.1,35,0.95,low
239,D3,2026-01-07,Wednesday,2,2,1,0,1,Lambha_Branch,22.9467,72.5745,10:20,10,21,10,0.0,35,0.95,high
239,D3,2026-01-07,Wednesday,2,2,1,0,2,Isanpur_Store,22.9754,72.6186,10:56,10,18,10,5.53,35,0.95,high
239,D3,2026-01-07,Wednesday,2,2,1,0,3,Amraiwadi_Shop,23.0257,72.6216,11:23,11,22,10,11.13,35,0.95,low
239,D3,2026-01-07,Wednesday,2,2,1,0,4,Naroda_Center,23.0715,72.6536,11:55,11,30,10,17.19,35,0.95,low
239,D3,2026-01-07,Wednesday,2,2,1,0,5,Chandkheda_Store,23.1146,72.5877,12:43,12,17,10,25.46,35,0.95,medium
239,D3,2026-01-07,Wednesday,2,2,1,0,6,CG_Road_Outlet,23.0322,72.5562,13:19,13,43,10,35.17,35,0.95,medium
239,D3,2026-01-07,Wednesday,2,2,1,0,7,Satellite_Branch,23.0258,72.5099,14:10,14,18,10,39.96,35,0.95,low
239,D3,2026-01-07,Wednesday,2,2,1,0,8,Dhandhuka_Branch,22.392,72.01,17:08,17,36,10,127.12,35,0.95,high
239,D3,2026-01-07,Wednesday,2,2,1,0,9,Bhopal_New_Market_Store,23.2899,77.3876,00:04,0,30,10,687.12,35,0.95,low
239,D3,2026-01-07,Wednesday,2,2,1,0,10,Bengaluru_Indiranagar_Store,12.9716,77.5946,09:02,9,18,10,1834.67,35,0.95,high
240,D3,2026-01-08,Thursday,3,2,1,0,1,Maninagar_Outlet,22.9993,72.601,09:06,9,26,9,0.0,35,0.95,high
240,D3,2026-01-08,Thursday,3,2,1,0,2,Gomtipur_Center,23.0415,72.6397,09:49,9,20,9,6.14,35,0.95,high
240,D3,2026-01-08,Thursday,3,2,1,0,3,Rakhial_Branch,23.0494,72.6266,10:13,10,37,9,7.74,35,0.95,high
240,D3,2026-01-08,Thursday,3,2,1,0,4,Naroda_Center,23.0715,72.6536,11:00,11,19,9,11.44,35,0.95,low
240,D3,2026-01-08,Thursday,3,2,1,0,5,Motera_Shop,23.1014,72.5872,11:31,11,33,9,19.0,35,0.95,low
240,D3,2026-01-08,Thursday,3,2,1,0,6,Prahlad_Nagar_Store,23.0177,72.5108,12:28,12,17,9,31.16,35,0.95,medium
240,D3,2026-01-08,Thursday,3,2,1,0,7,Vinzol_Shop,22.9772,72.6575,13:15,13,43,9,46.83,35,0.95,medium
240,D3,2026-01-08,Thursday,3,2,1,0,8,Indore_Scheme_78_Store,22.7346,75.9097,01:18,1,39,9,381.15,35,0.95,low
240,D3,2026-01-08,Thursday,3,2,1,0,9,Kanpur_Mall_Road_Store,26.4649,80.3839,20:38,20,41,9,994.78,35,0.95,low
241,D3,2026-01-09,Friday,4,2,1,0,1,Maninagar_Outlet,22.9993,72.601,09:25,9,19,7,0.0,35,0.95,high
241,D3,2026-01-09,Friday,4,2,1,0,2,Khadia_Outlet,23.0279,72.5952,09:51,9,26,7,3.24,35,0.95,high
241,D3,2026-01-09,Friday,4,2,1,0,3,Ghatlodia_Branch,23.0796,72.5611,10:35,10,38,7,9.96,35,0.95,high
241,D3,2026-01-09,Friday,4,2,1,0,4,Chandkheda_Store,23.1146,72.5877,11:21,11,33,7,14.71,35,0.95,low
241,D3,2026-01-09,Friday,4,2,1,0,5,Jaipur_Malviya_Nagar_Store,26.8864,75.8153,03:19,3,39,7,545.4,35,0.95,low
241,D3,2026-01-09,Friday,4,2,1,0,6,Nagpur_Mahal_Store,21.1198,79.1162,22:56,22,40,7,1268.88,35,0.95,low
241,D3,2026-01-09,Friday,4,2,1,0,7,Coimbatore_Gandhipuram_Store,11.0468,76.9308,05:53,5,30,7,2412.95,35,0.95,low
242,D3,2026-01-12,Monday,0,3,1,0,1,Chandigarh_Zirakpur_Store,30.7483,76.8314,09:09,9,35,10,0.0,35,0.95,high
242,D3,2026-01-12,Monday,0,3,1,0,2,Chandkheda_Store,23.1146,72.5877,06:53,6,18,10,947.11,35,0.95,low
242,D3,2026-01-12,Monday,0,3,1,0,3,Bapunagar_Store,23.0441,72.6204,07:26,7,45,10,955.63,35,0.95,low
242,D3,2026-01-12,Monday,0,3,1,0,4,Gomtipur_Center,23.0415,72.6397,08:16,8,21,10,957.63,35,0.95,high
242,D3,2026-01-12,Monday,0,3,1,0,5,Maninagar_Outlet,22.9993,72.601,08:53,8,42,10,963.77,35,0.95,high
242,D3,2026-01-12,Monday,0,3,1,0,6,Vejalpur_Branch,22.9939,72.5502,09:50,9,31,10,969.0,35,0.95,high
242,D3,2026-01-12,Monday,0,3,1,0,7,Satellite_Branch,23.0258,72.5099,10:37,10,18,10,974.44,35,0.95,high
242,D3,2026-01-12,Monday,0,3,1,0,8,Lambha_Branch,22.9467,72.5745,11:22,11,43,10,985.45,35,0.95,low
242,D3,2026-01-12,Monday,0,3,1,0,9,Vatva_Store,22.9641,72.6385,12:19,12,26,10,992.28,35,0.95,medium
242,D3,2026-01-12,Monday,0,3,1,0,10,Dholka_Store,22.7186,72.4683,13:47,13,12,10,1024.68,35,0.95,medium
243,D3,2026-01-13,Tuesday,1,3,1,0,1,Lambha_Branch,22.9467,72.5745,08:01,8,24,8,0.0,35,0.95,high
243,D3,2026-01-13,Tuesday,1,3,1,0,2,Isanpur_Store,22.9754,72.6186,08:38,8,40,8,5.53,35,0.95,high
243,D3,2026-01-13,Tuesday,1,3,1,0,3,Odhav_Outlet,22.9979,72.646,09:28,9,39,8,9.29,35,0.95,high
243,D3,2026-01-13,Tuesday,1,3,1,0,4,Jamalpur_Store,23.022,72.59,10:24,10,41,8,15.61,35,0.95,high
243,D3,2026-01-13,Tuesday,1,3,1,0,5,Chandkheda_Store,23.1146,72.5877,11:21,11,32,8,25.91,35,0.95,low
243,D3,2026-01-13,Tuesday,1,3,1,0,6,Pune_Baner_Store,18.4944,73.8847,04:33,4,45,8,557.04,35,0.95,low
243,D3,2026-01-13,Tuesday,1,3,1,0,7,Jaipur_Mansarovar_Store,26.9424,75.7623,08:37,8,41,8,1515.9,35,0.95,high
243,D3,2026-01-13,Tuesday,1,3,1,0,8,Visakhapatnam_MVP_Colony_Store,17.7168,83.1935,14:05,14,19,8,2794.39,35,0.95,low
244,D3,2026-01-14,Wednesday,2,3,1,0,1,Motera_Shop,23.1014,72.5872,10:05,10,36,7,0.0,35,0.95,high
244,D3,2026-01-14,Wednesday,2,3,1,0,2,Maninagar_Outlet,22.9993,72.601,11:15,11,25,7,11.44,35,0.95,low
244,D3,2026-01-14,Wednesday,2,3,1,0,3,Odhav_Outlet,22.9979,72.646,11:49,11,16,7,16.05,35,0.95,low
244,D3,2026-01-14,Wednesday,2,3,1,0,4,Satellite_Branch,23.0258,72.5099,12:36,12,11,7,30.32,35,0.95,medium
244,D3,2026-01-14,Wednesday,2,3,1,0,5,Bengaluru_Electronic_City_Store,12.9866,77.6466,05:48,5,17,7,1271.37,35,0.95,low
244,D3,2026-01-14,Wednesday,2,3,1,0,6,Bengaluru_Whitefield_Store,12.9456,77.6226,06:14,6,16,7,1276.61,35,0.95,low
244,D3,2026-01-14,Wednesday,2,3,1,0,7,Coimbatore_Town_Hall_Store,11.0318,77.0078,13:18,13,19,7,1499.68,35,0.95,medium
245,D3,2026-01-15,Thursday,3,3,1,0,1,Gomtipur_Center,23.0415,72.6397,10:23,10,18,7,0.0,35,0.95,high
245,D3,2026-01-15,Thursday,3,3,1,0,2,Khadia_Outlet,23.0279,72.5952,10:53,10,13,7,4.8,35,0.95,high
245,D3,2026-01-15,Thursday,3,3,1,0,3,Narol_Shop,22.9582,72.6205,11:21,11,28,7,12.97,35,0.95,low
245,D3,2026-01-15,Thursday,3,3,1,0,4,Satellite_Branch,23.0258,72.5099,12:11,12,13,7,26.56,35,0.95,medium
245,D3,2026-01-15,Thursday,3,3,1,0,5,Pune_Kothrud_Store,18.5654,73.8897,06:49,6,45,7,542.84,35,0.95,low
245,D3,2026-01-15,Thursday,3,3,1,0,6,Kochi_MG_Road_Store,9.9762,76.3003,14:24,14,34,7,1532.54,35,0.95,low
245,D3,2026-01-15,Thursday,3,3,1,0,7,Patna_Fraser_Road_Store,25.6391,85.1706,18:51,18,26,7,3509.35,35,0.95,high
246,D3,2026-01-16,Friday,4,3,1,0,1,Navrangpura_Store,23.0395,72.5603,10:25,10,29,8,0.0,35,0.95,high
246,D3,2026-01-16,Friday,4,3,1,0,2,Ghatlodia_Branch,23.0796,72.5611,11:07,11,18,8,4.46,35,0.95,low
246,D3,2026-01-16,Friday,4,3,1,0,3,Satellite_Branch,23.0258,72.5099,11:38,11,16,8,12.41,35,0.95,low
246,D3,2026-01-16,Friday,4,3,1,0,4,Maninagar_Outlet,22.9993,72.601,12:12,12,42,8,22.19,35,0.95,medium
246,D3,2026-01-16,Friday,4,3,1,0,5,Vatva_Store,22.9641,72.6385,13:05,13,38,8,27.67,35,0.95,medium
246,D3,2026-01-16,Friday,4,3,1,0,6,Indore_Rau_Store,22.6936,75.8857,01:54,1,40,8,361.81,35,0.95,low
246,D3,2026-01-16,Friday,4,3,1,0,7,Nagpur_Sadar_Store,21.1058,79.0532,12:42,12,37,8,733.23,35,0.95,medium
246,D3,2026-01-16,Friday,4,3,1,0,8,Bengaluru_Indiranagar_Store,12.9716,77.5946,18:37,18,37,8,1650.88,35,0.95,high
247,D3,2026-01-19,Monday,0,4,1,0,1,Gomtipur_Center,23.0415,72.6397,09:02,9,40,9,0.0,35,0.95,high
247,D3,2026-01-19,Monday,0,4,1,0,2,Bapunagar_Store,23.0441,72.6204,09:47,9,18,9,2.0,35,0.95,high
247,D3,2026-01-19,Monday,0,4,1,0,3,Amraiwadi_Shop,23.0257,72.6216,10:11,10,29,9,4.05,35,0.95,high
247,D3,2026-01-19,Monday,0,4,1,0,4,Lambha_Branch,22.9467,72.5745,11:09,11,43,9,14.07,35,0.95,low
247,D3,2026-01-19,Monday,0,4,1,0,5,Prahlad_Nagar_Store,23.0177,72.5108,12:10,12,13,9,24.31,35,0.95,medium
247,D3,2026-01-19,Monday,0,4,1,0,6,Satellite_Branch,23.0258,72.5099,12:25,12,12,9,25.21,35,0.95,medium
247,D3,2026-01-19,Monday,0,4,1,0,7,Bopal_Branch,23.0344,72.4618,12:47,12,42,9,30.23,35,0.95,medium
247,D3,2026-01-19,Monday,0,4,1,0,8,Lucknow_Aminabad_Store,26.8067,80.9112,21:37,21,16,9,979.58,35,0.95,low
247,D3,2026-01-19,Monday,0,4,1,0,9,Visakhapatnam_Dwaraka_Nagar_Store,17.6868,83.2185,03:26,3,26,9,2021.01,35,0.95,low
248,D3,2026-01-21,Wednesday,2,4,1,0,1,Bengaluru_Electronic_City_Store,12.9866,77.6466,09:19,9,26,9,0.0,35,0.95,high
248,D3,2026-01-21,Wednesday,2,4,1,0,2,Bengaluru_Hebbal_Store,12.9316,77.5596,10:14,10,21,9,11.24,35,0.95,high
248,D3,2026-01-21,Wednesday,2,4,1,0,3,Nikol_Center,23.0286,72.6387,15:03,15,15,9,1248.36,35,0.95,low
248,D3,2026-01-21,Wednesday,2,4,1,0,4,Rakhial_Branch,23.0494,72.6266,15:23,15,26,9,1250.98,35,0.95,low
248,D3,2026-01-21,Wednesday,2,4,1,0,5,Navrangpura_Store,23.0395,72.5603,16:02,16,16,9,1257.86,35,0.95,low
248,D3,2026-01-21,Wednesday,2,4,1,0,6,Vastrapur_Shop,23.0351,72.5297,16:23,16,11,9,1261.02,35,0.95,low
248,D3,2026-01-21,Wednesday,2,4,1,0,7,Satellite_Branch,23.0258,72.5099,16:37,16,17,9,1263.3,35,0.95,low
248,D3,2026-01-21,Wednesday,2,4,1,0,8,Chandkheda_Store,23.1146,72.5877,17:14,17,40,9,1275.98,35,0.95,high
248,D3,2026-01-21,Wednesday,2,4,1,0,9,Patna_Danapur_Store,25.6091,85.1896,10:27,10,35,9,2581.68,35,0.95,high
249,D3,2026-01-22,Thursday,3,4,1,0,1,Khadia_Outlet,23.0279,72.5952,09:26,9,44,10,0.0,35,0.95,high
249,D3,2026-01-22,Thursday,3,4,1,0,2,Jamalpur_Store,23.022,72.59,10:12,10,29,10,0.84,35,0.95,high
249,D3,2026-01-22,Thursday,3,4,1,0,3,Shahpur_Outlet,23.0302,72.5847,10:44,10,19,10,1.91,35,0.95,high
249,D3,2026-01-22,Thursday,3,4,1,0,4,Bapunagar_Store,23.0441,72.6204,11:10,11,11,10,5.87,35,0.95,low
249,D3,2026-01-22,Thursday,3,4,1,0,5,Odhav_Outlet,22.9979,72.646,11:30,11,19,10,11.64,35,0.95,low
249,D3,2026-01-22,Thursday,3,4,1,0,6,Vatva_Store,22.9641,72.6385,11:56,11,38,10,15.47,35,0.95,low
249,D3,2026-01-22,Thursday,3,4,1,0,7,Satellite_Branch,23.0258,72.5099,13:06,13,40,10,30.32,35,0.95,medium
249,D3,2026-01-22,Thursday,3,4,1,0,8,Motera_Shop,23.1014,72.5872,14:08,14,38,10,41.86,35,0.95,low
249,D3,2026-01-22,Thursday,3,4,1,0,9,Mumbai_Powai_Store,19.121,72.9107,03:40,3,22,10,485.73,35,0.95,low
249,D3,2026-01-22,Thursday,3,4,1,0,10,Mumbai_Colaba_Store,19.091,72.9297,04:09,4,35,10,489.62,35,0.95,low
250,D3,2026-01-23,Friday,4,4,1,0,1,Amraiwadi_Shop,23.0257,72.6216,10:18,10,41,7,0.0,35,0.95,high
250,D3,2026-01-23,Friday,4,4,1,0,2,Naroda_Center,23.0715,72.6536,11:14,11,13,7,6.05,35,0.95,low
250,D3,2026-01-23,Friday,4,4,1,0,3,Navrangpura_Store,23.0395,72.5603,11:45,11,37,7,16.24,35,0.95,low
250,D3,2026-01-23,Friday,4,4,1,0,4,Vastrapur_Shop,23.0351,72.5297,12:28,12,45,7,19.41,35,0.95,medium
250,D3,2026-01-23,Friday,4,4,1,0,5,Indore_Scheme_78_Store,22.7346,75.9097,00:17,0,36,7,367.27,35,0.95,low
250,D3,2026-01-23,Friday,4,4,1,0,6,Bhopal_Kolar_Road_Store,23.3049,77.4456,06:06,6,17,7,536.76,35,0.95,low
250,D3,2026-01-23,Friday,4,4,1,0,7,Coimbatore_Gandhipuram_Store,11.0468,76.9308,21:19,21,32,7,1900.89,35,0.95,low
251,D3,2026-01-26,Monday,0,5,1,0,1,Khadia_Outlet,23.0279,72.5952,08:19,8,23,10,0.0,35,0.95,high
251,D3,2026-01-26,Monday,0,5,1,0,2,Maninagar_Outlet,22.9993,72.601,08:50,8,15,10,3.24,35,0.95,high
251,D3,2026-01-26,Monday,0,5,1,0,3,Isanpur_Store,22.9754,72.6186,09:14,9,18,10,6.45,35,0.95,high
251,D3,2026-01-26,Monday,0,5,1,0,4,Lambha_Branch,22.9467,72.5745,09:46,9,20,10,11.97,35,0.95,high
251,D3,2026-01-26,Monday,0,5,1,0,5,Prahlad_Nagar_Store,23.0177,72.5108,10:35,10,16,10,22.21,35,0.95,high
251,D3,2026-01-26,Monday,0,5,1,0,6,Bhopal_Shahpura_Store,23.2749,77.4646,11:44,11,41,10,529.49,35,0.95,low
251,D3,2026-01-26,Monday,0,5,1,0,7,Motera_Shop,23.1014,72.5872,04:58,4,23,10,1028.37,35,0.95,low
251,D3,2026-01-26,Monday,0,5,1,0,8,Navrangpura_Store,23.0395,72.5603,05:34,5,11,10,1035.79,35,0.95,low
251,D3,2026-01-26,Monday,0,5,1,0,9,Lucknow_Charbagh_Store,26.8617,80.9982,08:08,8,26,10,1986.38,35,0.95,high
